표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7005680004","005680","삼영전자공업보통주","삼영전자","SamyoungElectronics","1976/12/28","KOSPI","주권",,"보통주","500","20000000"
"KR7023000003","023000","삼원강재 보통주","삼원강재","SAMWONSTEEL Co., Ltd.","2011/07/22","KOSPI","주권",,"보통주","500","40000000"
"KR7004380002","004380","삼익THK보통주","삼익THK","SAMICK THK","1989/09/26","KOSPI","주권",,"보통주","500","21000000"
"KR7002450005","002450","삼익악기보통주","삼익악기","SamickMusicalInstruments","1988/09/30","KOSPI","주권",,"보통주","500","90530915"
"KR7004440004","004440","삼일씨엔에스보통주","삼일씨엔에스","SAMIL C&S","2016/03/30","KOSPI","주권",,"보통주","1000","12731947"
"KR7000520007","000520","삼일제약보통주","삼일제약","SamilPharmaceutical","1985/05/29","KOSPI","주권",,"보통주","500","15009757"
"KR7009770009","009770","삼정펄프 보통주","삼정펄프","SAM JUNG PULP CO,.LTD.","2006/10/17","KOSPI","주권",,"보통주","5000","2499971"
"KR7005500004","005500","삼진제약보통주","삼진제약","SamjinPharmaceutical","1988/06/18","KOSPI","주권",,"보통주","1000","13900000"
"KR7004690004","004690","삼천리보통주","삼천리","Samchully","1976/12/23","KOSPI","주권",,"보통주","5000","4055025"
"KR7010960003","010960","삼호개발 보통주","삼호개발","Samho Development Co., Ltd.","2005/05/12","KOSPI","주권",,"보통주","500","25000000"
"KR7004450003","004450","삼화왕관보통주","삼화왕관","SamhwaCrown&Closure","1976/05/28","KOSPI","주권",,"보통주","5000","2154379"
"KR7009470006","009470","삼화전기보통주","삼화전기","SamwhaElectric","1986/11/24","KOSPI","주권",,"보통주","1000","6613820"
"KR7011230000","011230","삼화전자공업보통주","삼화전자","SamwhaElectronics","1987/05/25","KOSPI","주권",,"보통주","1000","12102700"
"KR7001820000","001820","삼화콘덴서공업보통주","삼화콘덴서","SamwhaCapacitor","1976/06/26","KOSPI","주권",,"보통주","1000","10395000"
"KR7000390005","000390","삼화페인트공업보통주","삼화페인트","SamhwaPaintIndustrial","1993/09/10","KOSPI","주권",,"보통주","500","27203469"
"KR7001290006","001290","상상인증권보통주","상상인증권","SANGSANGININVESTMENT&SECURITIES","1988/09/23","KOSPI","주권",,"보통주","1000","108337120"
"KR7041650003","041650","상신브레이크보통주","상신브레이크","SANGSINBRAKE","2004/10/27","KOSPI","주권",,"보통주","500","21471450"
"KR7075180000","075180","새론오토모티브","새론오토모티브","SaeronAutomotiveCorporation","2005/10/21","KOSPI","주권",,"보통주","500","19200000"
"KR7007540008","007540","샘표보통주","샘표","SEMPIO","1976/06/29","KOSPI","주권",,"보통주","1000","2875800"
"KR7248170003","248170","샘표식품보통주","샘표식품","SEMPIO FOODS","2016/08/09","KOSPI","주권",,"보통주","500","4568286"
"KR7007860000","007860","서연보통주","서연","SEOYON","1989/09/09","KOSPI","주권",,"보통주","500","23479844"
"KR7200880003","200880","서연이화보통주","서연이화","SEOYONEHWA","2014/08/08","KOSPI","주권",,"보통주","500","27028437"
"KR7017390006","017390","서울도시가스보통주","서울가스","SeoulCityGas","1995/08/18","KOSPI","주권",,"보통주","5000","5000000"
"KR7004411005","004415","서울식품공업1우선주","서울식품우","SeoulFoodInd(1P)","1989/05/22","KOSPI","주권",,"구형우선주","100","2224500"
"KR7004410007","004410","서울식품공업보통주","서울식품","SeoulFoodInd","1973/12/28","KOSPI","주권",,"보통주","100","374755559"
"KR7021050000","021050","서원보통주","서원","Seowon","1996/01/30","KOSPI","주권",,"보통주","500","47474590"
"KR7008490005","008490","서흥보통주","서흥","SUHEUNG","1990/03/27","KOSPI","주권",,"보통주","500","11569113"
"KR7007610009","007610","선도전기보통주","선도전기","SeondoElectric","1989/11/30","KOSPI","주권",,"보통주","500","18000000"
"KR7002820009","002820","선앤엘보통주","SUN&L","SUN&L","1976/05/22","KOSPI","주권",,"보통주","1000","12607989"
"KR7136490000","136490","선진보통주","선진","SUNJIN Co., Ltd","2011/02/16","KOSPI","주권",,"보통주","500","23779604"
"KR7014911002","014915","성문전자1우선주","성문전자우","SungmoonElectronics(1P)","1990/03/24","KOSPI","주권",,"구형우선주","500","600000"
"KR7014910004","014910","성문전자보통주","성문전자","SungmoonElectronics","1990/03/24","KOSPI","주권",,"보통주","500","22460985"
"KR7003080009","003080","성보화학보통주","성보화학","SungboChemical","1976/12/23","KOSPI","주권",,"보통주","500","20020000"
"KR7004981007","004985","성신양회1우선주","성신양회우","SungshinCement(1P)","1988/12/21","KOSPI","주권",,"구형우선주","5000","735645"
"KR7004980009","004980","성신양회보통주","성신양회","SungshinCement","1976/06/30","KOSPI","주권",,"보통주","5000","24516073"
"KR7011300001","011300","성안보통주","성안","Seongan","1995/11/10","KOSPI","주권",,"보통주","500","67351047"
"KR7000180000","000180","성창기업지주보통주","성창기업지주","SungchangEnterpriseHoldings","1976/06/02","KOSPI","주권",,"보통주","500","69751600"
"KR7002420008","002420","세기상사보통주","세기상사","TheCentury","1968/12/27","KOSPI","주권",,"보통주","500","5558848"
"KR7004361002","004365","세방1우선주","세방우","SEBANG(1P)","1989/10/21","KOSPI","주권",,"구형우선주","500","3689250"
"KR7004360004","004360","세방보통주","세방","SEBANG","1977/05/19","KOSPI","주권",,"보통주","500","19308690"
"KR7004490009","004490","세방전지보통주","세방전지","SEBANG GLOBAL BATTERY","1987/11/28","KOSPI","주권",,"보통주","500","14000000"
"KR7001430008","001430","세아베스틸지주보통주","세아베스틸지주","SeAH Besteel Holdings Corporation","1991/03/12","KOSPI","주권",,"보통주","5000","35862119"
"KR7306200007","306200","세아제강보통주","세아제강","SeAH Steel Corporation","2018/10/05","KOSPI","주권",,"보통주","5000","2836300"
"KR7003030004","003030","세아제강지주보통주","세아제강지주","SeAH Steel Holdings Corporation","1969/05/13","KOSPI","주권",,"보통주","5000","4141657"
"KR7019440007","019440","세아특수강보통주","세아특수강","SeAH SPECIAL STEEL","2011/06/01","KOSPI","주권",,"보통주","5000","8570000"
"KR7058650003","058650","세아홀딩스보통주","세아홀딩스","SeAHHoldings","2001/07/30","KOSPI","주권",,"보통주","5000","4000000"
"KR7013000005","013000","세우글로벌보통주","세우글로벌","Sewooglobal","1989/09/05","KOSPI","주권",,"보통주","500","28705031"
"KR7091090001","091090","세원이앤씨보통주","세원이앤씨","SEWON E&C CO.,LTD.","2006/07/31","KOSPI","주권",,"보통주","500","215901277"
"KR7021820006","021820","세원정공보통주","세원정공","SewonPrecisionIndustry","1996/07/03","KOSPI","주권",,"보통주","500","10000000"
"KR7067830000","067830","세이브존I&C보통주","세이브존I&C","SAVEZONEI&C","2002/07/25","KOSPI","주권",,"보통주","1000","41040895"
"KR7033530007","033530","세종공업보통주","세종공업","SEJONG INDUSTRIAL CO., LTD.","2002/09/25","KOSPI","주권",,"보통주","500","27820961"
"KR7075580001","075580","세진중공업보통주","세진중공업","SEJIN HEAVY INDUSTRIES CO., LTD.","2015/11/30","KOSPI","주권",,"보통주","500","56849456"
"KR7027970003","027970","세하보통주","세하","seha","1996/07/03","KOSPI","주권",,"보통주","1000","57562997"
"KR7068270008","068270","셀트리온보통주","셀트리온","Celltrion","2018/02/09","KOSPI","주권",,"보통주","1000","146390862"
"KR733637K010","33637K","솔루스첨단소재1우선주","솔루스첨단소재1우","Solus Advanced Materials(1P)","2019/10/18","KOSPI","주권",,"구형우선주","100","8455219"
"KR733637K028","33637L","솔루스첨단소재2우선주(신형)","솔루스첨단소재2우B","Solus Advanced Materials(2PB)","2019/10/18","KOSPI","주권",,"신형우선주","100","1889350"
"KR7336370002","336370","솔루스첨단소재보통주","솔루스첨단소재","Solus Advanced Materials","2019/10/18","KOSPI","주권",,"보통주","100","35111195"
"KR7248070005","248070","솔루엠보통주","솔루엠","SOLUM","2021/02/02","KOSPI","주권",,"보통주","500","50005551"
"KR7004430005","004430","송원산업보통주","송원산업","SongwonIndustrial","1977/06/25","KOSPI","주권",,"보통주","500","24000000"
"KR7126720002","126720","수산인더스트리보통주","수산인더스트리","Soosan Industries","2022/08/01","KOSPI","주권",,"보통주","200","14286000"
"KR7017550005","017550","수산중공업보통주","수산중공업","SoosanHeavyIndustries","1991/08/30","KOSPI","주권",,"보통주","500","53985163"
"KR7026890004","026890","스틱인베스트먼트보통주","스틱인베스트먼트","STIC Investments, Inc.","1997/11/25","KOSPI","주권",,"보통주","500","41678175"
"KR7134790005","134790","시디즈보통주","시디즈","Sidiz,Inc","2011/01/25","KOSPI","주권",,"보통주","500","2000000"
"KR7016590002","016590","신대양제지보통주","신대양제지","ShindaeyangPaper","1995/12/21","KOSPI","주권",,"보통주","500","40297820"
"KR7029530003","029530","신도리코보통주","신도리코","SINDOH","1996/12/24","KOSPI","주권",,"보통주","5000","10080029"
"KR7004970000","004970","신라교역보통주","신라교역","Silla","1976/06/30","KOSPI","주권",,"보통주","500","16000000"
"KR7011930005","011930","신성이엔지보통주","신성이엔지","SHINSUNG E&G","1996/07/31","KOSPI","주권",,"보통주","500","205848151"
"KR7005390000","005390","신성통상보통주","신성통상","ShinsungTongsang","1975/12/22","KOSPI","주권",,"보통주","500","143708390"
"KR7034300004","034300","신세계건설","신세계건설","ShinsegaeEngineering&Construction","2002/06/17","KOSPI","주권",,"보통주","5000","4000000"
"KR7004170007","004170","신세계보통주","신세계","Shinsegae Co.,Ltd","1985/08/19","KOSPI","주권",,"보통주","5000","9845181"
"KR7035510007","035510","신세계아이앤씨 보통주","신세계 I&C","SHINSEGAE INFORMATION & COMMUNICATION Co","2006/05/18","KOSPI","주권",,"보통주","500","17200000"
"KR7031430002","031430","신세계인터내셔날보통주","신세계인터내셔날","SHINSEGAE INTERNATIONAL","2011/07/14","KOSPI","주권",,"보통주","1000","35700000"
"KR7031440001","031440","신세계푸드보통주","신세계푸드","SHINSEGAE FOOD","2010/04/29","KOSPI","주권",,"보통주","5000","3872480"
"KR7006880009","006880","신송홀딩스보통주","신송홀딩스","SINGSONGHOLDINGS","2013/11/21","KOSPI","주권",,"보통주","500","11828858"
"KR7005800008","005800","신영와코루보통주","신영와코루","ShinyoungWacoal","1976/12/28","KOSPI","주권",,"보통주","500","9000000"
"KR7001721000","001725","신영증권1우선주","신영증권우","ShinyoungSecurities(1P)","1988/08/16","KOSPI","주권",,"구형우선주","5000","7053763"
"KR7001720002","001720","신영증권보통주","신영증권","ShinyoungSecurities","1987/08/24","KOSPI","주권",,"보통주","5000","9386237"
"KR7009270000","009270","신원보통주","신원","Shinwon","1988/08/24","KOSPI","주권",,"보통주","500","102586356"
"KR7002700003","002700","신일전자보통주","신일전자","SHINIL ELECTRONICS","1975/09/30","KOSPI","주권",,"보통주","500","71047521"
"KR7002870004","002870","신풍보통주","신풍","SHINPOONG INC.","1976/06/30","KOSPI","주권",,"보통주","500","34958700"
"KR7019171008","019175","신풍제약1우선주","신풍제약우","ShinpoongPharmaceutical(1P)","1990/01/20","KOSPI","주권",,"구형우선주","500","2200000"
"KR7019170000","019170","신풍제약보통주","신풍제약","ShinpoongPharmaceutical","1990/01/20","KOSPI","주권",,"보통주","500","52984990"
"KR7055550008","055550","신한금융지주회사보통주","신한지주","ShinhanFinancialGroup Co.,Ltd.","2001/09/10","KOSPI","주권",,"보통주","5000","522590399"
"KR7404990004","404990","신한서부티엔디리츠보통주","신한서부티엔디리츠","SHINHAN SEOBU T&D REIT","2021/12/10","KOSPI","부동산투자회사",,"보통주","1000","55955884"
"KR7293940003","293940","신한알파리츠보통주","신한알파리츠","Shinhan Alpha REIT","2018/08/08","KOSPI","부동산투자회사",,"보통주","1000","88100123"
"KR7004080008","004080","신흥보통주","신흥","Shinhung","1991/02/08","KOSPI","주권",,"보통주","500","9500000"
"KR7102280005","102280","쌍방울","쌍방울","SBW","2008/06/10","KOSPI","주권",,"보통주","500","262592129"
"KR7003410008","003410","쌍용C&E보통주","쌍용C&E","SSANGYONGC&E","1975/05/03","KOSPI","주권",,"보통주","100","503859595"
"KR7004770004","004770","써니전자보통주","써니전자","SunnyElectronics","1987/04/22","KOSPI","주권",,"보통주","500","34845011"
"KR7015540008","015540","쎌마테라퓨틱스보통주","쎌마테라퓨틱스","THELMA Therapeutics","1989/09/02","KOSPI","주권",,"보통주","500","62556871"
"KR7403550007","403550","쏘카보통주","쏘카","SOCAR","2022/08/22","KOSPI","주권",,"보통주","100","32788277"
"KR7004920005","004920","씨아이테크보통주","씨아이테크","CITECH","1989/11/30","KOSPI","주권",,"보통주","500","49395131"
"KR7112610001","112610","씨에스윈드보통주","씨에스윈드","CS Wind Corporation","2014/11/27","KOSPI","주권",,"보통주","500","42171403"
"KR7000120006","000120","씨제이대한통운보통주","CJ대한통운","CJ LOGISTICS","1956/07/02","KOSPI","주권",,"보통주","5000","22812344"
"KR7079160008","079160","씨제이씨지브이 보통주","CJ CGV","CJ CGV","2004/12/24","KOSPI","주권",,"보통주","500","47728069"
"KR7097951008","097955","씨제이제일제당 주식회사 1우선주","CJ제일제당 우","CJ CheilJedang Corp(1P)","2007/09/28","KOSPI","주권",,"구형우선주","5000","1327433"
"KR7097950000","097950","씨제이제일제당 주식회사 보통주","CJ제일제당","CJ CheilJedang Corp","2007/09/28","KOSPI","주권",,"보통주","5000","15054186"
"KR7308170000","308170","씨티알모빌리티보통주","씨티알모빌리티","CTR Mobility Co.,Ltd.","2019/11/25","KOSPI","주권",,"보통주","500","8610000"
"KR7008700007","008700","아남전자보통주","아남전자","AnamElectronics","1984/08/11","KOSPI","주권",,"보통주","500","77124820"
"KR7002791002","002795","아모레G1우선주","아모레G우","AmoreG(1P)","1989/06/30","KOSPI","주권",,"구형우선주","500","6443770"
"KR700279K010","00279K","아모레G3우선주(전환)","아모레G3우(전환)","AMOREG(3PC)","2019/12/26","KOSPI","주권",,"신형우선주","500","7092200"
"KR7002790004","002790","아모레G보통주","아모레G","AmoreG","1973/04/30","KOSPI","주권",,"보통주","500","82458180"
"KR7090431008","090435","아모레퍼시픽 1우선주","아모레퍼시픽우","AMOREPACIFIC CORPORATION(1P)","2006/06/29","KOSPI","주권",,"구형우선주","500","10557830"
"KR7090430000","090430","아모레퍼시픽 보통주","아모레퍼시픽","AMOREPACIFIC CORPORATION","2006/06/29","KOSPI","주권",,"보통주","500","58492759"
"KR7002030005","002030","아세아보통주","아세아","ASIA HOLDINGS","1974/06/03","KOSPI","주권",,"보통주","5000","2164534"
"KR7183190008","183190","아세아시멘트보통주","아세아시멘트","ASIACEMENT","2013/11/06","KOSPI","주권",,"보통주","500","38958090"
"KR7002310001","002310","아세아제지보통주","아세아제지","AsiaPaperManufacturing","1988/12/15","KOSPI","주권",,"보통주","5000","8956502"
"KR7012170007","012170","아센디오보통주","아센디오","Ascendio","1989/12/20","KOSPI","주권",,"보통주","500","85304094"
"KR7267850006","267850","아시아나IDT보통주","아시아나IDT","AsianaIDT","2018/11/23","KOSPI","주권",,"보통주","500","11100000"
"KR7020560009","020560","아시아나항공 보통주","아시아나항공","Asiana Airlines","2008/03/28","KOSPI","주권",,"보통주","5000","74411764"
"KR7122900004","122900","아이마켓코리아보통주","아이마켓코리아","iMarketKorea Inc.","2010/07/30","KOSPI","주권",,"보통주","500","33428840"
"KR7010780005","010780","아이에스동서보통주","아이에스동서","IS DONGSEO","1986/01/27","KOSPI","주권",,"보통주","500","30892606"
"KR7139990006","139990","아주스틸보통주","아주스틸","AJUSTEEL","2021/08/20","KOSPI","주권",,"보통주","500","26452189"
"KR7001780006","001780","알루코 보통주","알루코","ALUKO CO.,LTD.","2007/06/07","KOSPI","주권",,"보통주","500","89969432"
"KR7018250001","018250","애경산업보통주","애경산업","AEKYUNG INDUSTRIAL","2018/03/22","KOSPI","주권",,"보통주","1000","26409935"
"KR7161000005","161000","애경케미칼보통주","애경케미칼","AEKYUNG CHEMICAL","2012/09/17","KOSPI","주권",,"보통주","500","48648709"
"KR7011090008","011090","에넥스보통주","에넥스","Enex","1995/07/08","KOSPI","주권",,"보통주","500","59991641"
"KR7137310009","137310","에스디바이오센서보통주","에스디바이오센서","SD Biosensor","2021/07/16","KOSPI","주권",,"보통주","500","104452353"
"KR7034120006","034120","에스비에스보통주","SBS","SEOULBROADCASTINGSYSTEM","2003/06/25","KOSPI","주권",,"보통주","5000","18252582"
"KR7005850003","005850","에스엘보통주","에스엘","SLCORPORATION","1988/11/08","KOSPI","주권",,"보통주","500","46448520"
"KR7010580009","010580","에스엠벡셀보통주","에스엠벡셀","SM BEXEL CO.,LTD.","1994/12/27","KOSPI","주권",,"보통주","500","111251760"
"KR7012750006","012750","에스원보통주","에스원","S-1","1996/01/30","KOSPI","주권",,"보통주","500","37999178"
"KR7004060000","004060","에스지세계물산보통주","SG세계물산","SGCORPORATION","1976/04/19","KOSPI","주권",,"보통주","500","202424960"
"KR7006121008","006125","에스케이디스커버리1우선주","SK디스커버리우","SK Discovery Co.,Ltd.(1P)","1989/11/24","KOSPI","주권",,"구형우선주","5000","1358455"
"KR7006120000","006120","에스케이디스커버리보통주","SK디스커버리","SK Discovery Co.,Ltd.","1976/06/29","KOSPI","주권",,"보통주","5000","19037855"
"KR7068400001","068400","에스케이렌터카보통주","SK렌터카","SK RENT A CAR","2012/07/27","KOSPI","주권",,"보통주","500","47285840"
"KR7302440003","302440","에스케이바이오사이언스보통주","SK바이오사이언스","SK BIOSCIENCE","2021/03/18","KOSPI","주권",,"보통주","500","76784046"
"KR7326030004","326030","에스케이바이오팜보통주","SK바이오팜","SK BIOPHARMACEUTICALS","2020/07/02","KOSPI","주권",,"보통주","500","78313250"
"KR7000660001","000660","에스케이하이닉스보통주","SK하이닉스","SK hynix","1996/12/26","KOSPI","주권",,"보통주","5000","728002365"
"KR7023960008","023960","에쓰씨엔지니어링보통주","에쓰씨엔지니어링","SC ENGINEERING","1997/06/23","KOSPI","주권",,"보통주","500","31249355"
"KR7298690009","298690","에어부산보통주","에어부산","AirBusan","2018/12/27","KOSPI","주권",,"보통주","1000","116640000"
"KR7078520004","078520","에이블씨엔씨보통주","에이블씨엔씨","ABLE C&C","2011/09/07","KOSPI","주권",,"보통주","500","26014161"
"KR7015260003","015260","에이엔피보통주","에이엔피","AUTOMOBILE&PCB","1988/01/18","KOSPI","주권",,"보통주","500","44716645"
"KR7140910001","140910","에이자기관리부동산투자회사보통주","에이리츠","A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC.","2011/07/14","KOSPI","부동산투자회사",,"보통주","5000","4463032"
"KR7039570007","039570","에이치디씨랩스보통주","HDC랩스","HDCLABS","2015/09/24","KOSPI","주권",,"보통주","500","25957601"
"KR7089470009","089470","에이치디씨현대이피보통주","HDC현대EP","HDC Hyundai Engineering Plastics","2006/09/25","KOSPI","주권",,"보통주","500","31900000"
"KR7009540006","009540","에이치디한국조선해양보통주","HD한국조선해양","HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING","1999/08/24","KOSPI","주권",,"보통주","5000","70773116"
"KR7267270007","267270","에이치디현대건설기계보통주","HD현대건설기계","HD Hyundai Construction Equipment","2017/05/10","KOSPI","주권",,"보통주","5000","19700793"
"KR7267250009","267250","에이치디현대보통주","HD현대","HD HYUNDAI","2017/05/10","KOSPI","주권",,"보통주","1000","78993085"
"KR7322000001","322000","에이치디현대에너지솔루션보통주","HD현대에너지솔루션","HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.","2019/11/19","KOSPI","주권",,"보통주","5000","11200000"
"KR7042670000","042670","에이치디현대인프라코어보통주","HD현대인프라코어","HD Hyundai Infracore","2001/02/02","KOSPI","주권",,"보통주","1000","199603453"
"KR7267260008","267260","에이치디현대일렉트릭보통주","HD현대일렉트릭","HD HYUNDAI ELECTRIC","2017/05/10","KOSPI","주권",,"보통주","5000","36047135"
"KR7329180004","329180","에이치디현대중공업보통주","HD현대중공업","HD HYUNDAI HEAVY INDUSTRIES","2021/09/17","KOSPI","주권",,"보통주","5000","88773116"
"KR7082740002","082740","에이치에스디엔진보통주","HSD엔진","HSD Engine","2011/01/04","KOSPI","주권",,"보통주","1000","71543994"
"KR7003580008","003580","에이치엘비글로벌보통주","HLB글로벌","HLB GLOBAL Co., Ltd.","1990/03/23","KOSPI","주권",,"보통주","500","42373459"
"KR7011200003","011200","에이치엠엠보통주","HMM","HMM","1995/10/05","KOSPI","주권",,"보통주","5000","489039496"
"KR7003060001","003060","에이프로젠바이오로직스보통주","에이프로젠바이오로직스","Aprogen Biologics","1984/10/19","KOSPI","주권",,"보통주","500","665754689"
"KR7007460009","007460","에이프로젠보통주","에이프로젠","Aprogen","1995/07/08","KOSPI","주권",,"보통주","500","253668855"
"KR7244920005","244920","에이플러스에셋보통주","에이플러스에셋","A Plus Asset","2020/11/20","KOSPI","주권",,"보통주","500","22607693"
"KR7036570000","036570","엔씨소프트보통주","엔씨소프트","NCsoftCorporation","2003/05/22","KOSPI","주권",,"보통주","500","21954022"
"KR7380440008","380440","엔에이치기업인수목적19호보통주","엔에이치스팩19호","NH SPECIAL PURPOSE ACQUISITION 19 COMPANY","2021/05/21","KOSPI","주권",,"보통주","500","10258000"
"KR7400760005","400760","엔에이치올원리츠보통주","NH올원리츠","NHALLONEREIT","2021/11/18","KOSPI","부동산투자회사",,"보통주","500","42200000"
"KR7005941000","005945","엔에이치투자증권1우선주","NH투자증권우","NH INVESTMENT & SECURITIES(1P)","1988/09/13","KOSPI","주권",,"구형우선주","5000","18870968"
"KR7005940002","005940","엔에이치투자증권보통주","NH투자증권","NH INVESTMENT & SECURITIES","1975/09/30","KOSPI","주권",,"보통주","5000","331665921"
"KR7085310001","085310","엔케이 보통주","엔케이","NK","2008/01/24","KOSPI","주권",,"보통주","500","79983352"
"KYG5307W1015","900140","엘브이엠씨홀딩스보통주","엘브이엠씨홀딩스","LVMC Holdings","2010/11/30","KOSPI","외국주권",,"보통주","0.25","171588411"
"KR7229640008","229640","엘에스전선아시아보통주","LS전선아시아","LS C&S ASIA","2016/09/22","KOSPI","주권",,"보통주","500","30624879"
"KR7108671009","108675","엘엑스하우시스1우선주","LX하우시스우","LX HAUSYS, LTD.(1P)","2009/04/20","KOSPI","주권",,"구형우선주","5000","1032330"
"KR7108670001","108670","엘엑스하우시스보통주","LX하우시스","LX HAUSYS, LTD.","2009/04/20","KOSPI","주권",,"보통주","5000","8967670"
"KR738380K012","38380K","엘엑스홀딩스1우선주","LX홀딩스1우","LX HOLDINGS(1P)","2021/05/27","KOSPI","주권",,"종류주권","1000","1465285"
"KR7383800000","383800","엘엑스홀딩스보통주","LX홀딩스","LX HOLDINGS","2021/05/27","KOSPI","주권",,"보통주","1000","76280690"
"KR7037560000","037560","엘지헬로비전보통주","LG헬로비전","LG HelloVision","2012/11/09","KOSPI","주권",,"보통주","2500","77446865"
"KR7097520001","097520","엠씨넥스보통주","엠씨넥스","MCNEX Co.,Ltd.","2021/07/06","KOSPI","주권",,"보통주","500","17977732"
"KR7014440002","014440","영보화학보통주","영보화학","YoungboChemical","1997/08/27","KOSPI","주권",,"보통주","500","20000000"
"KR7111770004","111770","영원무역보통주","영원무역","Youngone Corporation","2009/07/30","KOSPI","주권",,"보통주","500","44311468"
"KR7009970005","009970","영원무역홀딩스보통주","영원무역홀딩스","YoungoneHoldings","1988/11/07","KOSPI","주권",,"보통주","500","13635592"
"KR7003520004","003520","영진약품보통주","영진약품","YUNGJIN PHARM","1973/06/25","KOSPI","주권",,"보통주","500","182892731"
"KR7000670000","000670","영풍보통주","영풍","Youngpoong","1976/06/12","KOSPI","주권",,"보통주","5000","1842040"
"KR7006740005","006740","영풍제지보통주","영풍제지","YoungpoongPaperMfg","1996/07/03","KOSPI","주권",,"보통주","500","46482148"
"KR7012280004","012280","영화금속보통주","영화금속","YeonghwaMetal","1990/01/25","KOSPI","주권",,"보통주","500","53394505"
"KR7012160008","012160","영흥보통주","영흥","YOUNGWIRE","2010/01/25","KOSPI","주권",,"보통주","500","101310372"
"KR7015360001","015360","예스코홀딩스보통주","예스코홀딩스","Yesco Holdings","1996/12/24","KOSPI","주권",,"보통주","5000","6000000"
"KR7007310006","007310","오뚜기보통주","오뚜기","Ottogi","1994/08/12","KOSPI","주권",,"보통주","5000","4007830"
"KR7002630002","002630","오리엔트바이오보통주","오리엔트바이오","ORIENTBIO","1976/12/28","KOSPI","주권",,"보통주","500","118583005"
"KR7271560005","271560","오리온보통주","오리온","ORION","2017/07/07","KOSPI","주권",,"보통주","500","39536132"
"KR7001800002","001800","오리온홀딩스보통주","오리온홀딩스","ORION Holdings","1975/06/27","KOSPI","주권",,"보통주","500","62645422"
"KR7010060002","010060","오씨아이홀딩스보통주","OCI홀딩스","OCI Holdings Company Ltd.","1985/07/09","KOSPI","주권",,"보통주","5000","16412642"
"KR7037270006","037270","와이지플러스보통주","YG PLUS","YG PLUS","2003/08/01","KOSPI","주권",,"보통주","500","63429410"
"KR7011690005","011690","와이투솔루션보통주","와이투솔루션","Y2 Solution","1995/12/21","KOSPI","주권",,"보통주","500","182836882"
"KR7316140003","316140","우리금융지주보통주","우리금융지주","WooriFinancialGroup","2019/02/13","KOSPI","주권",,"보통주","5000","728060549"
"KR7010050003","010050","우리종합금융보통주","우리종금","Woori Investment Bank","1974/09/11","KOSPI","주권",,"보통주","500","874203406"
"KR7006980007","006980","우성보통주","우성","WOOSUNG","1988/10/10","KOSPI","주권",,"보통주","5000","3090000"
"KR7017370008","017370","우신시스템보통주","우신시스템","WooshinSystems","2002/05/28","KOSPI","주권",,"보통주","500","18314054"
"KR7105840003","105840","우진보통주","우진","WOOJIN INC","2010/07/26","KOSPI","주권",,"보통주","500","20323614"
"KR7010400000","010400","우진아이엔에스보통주","우진아이엔에스","WOOJINI&S","2018/09/14","KOSPI","주권",,"보통주","500","7622000"
"KR7049800006","049800","우진플라임 보통주","우진플라임","WOOJIN PLAIMM CO., LTD","2006/05/24","KOSPI","주권",,"보통주","500","20000000"
"KR7016880007","016880","웅진보통주","웅진","WOONGJIN","1994/11/05","KOSPI","주권",,"보통주","500","79927080"
"KR7095720009","095720","웅진씽크빅 보통주","웅진씽크빅","WOONGJIN THINKBIG CO., LTD.","2007/05/31","KOSPI","주권",,"보통주","500","115505985"
"KR7005820006","005820","원림보통주","원림","Wonlim","1990/04/20","KOSPI","주권",,"보통주","5000","2297970"
"KR7010600005","010600","웰바이오텍보통주","웰바이오텍","WELLBIOTEC","1997/07/18","KOSPI","주권",,"보통주","500","70657453"
"KR7008600009","008600","윌비스보통주","윌비스","TheWillBes","1989/07/28","KOSPI","주권",,"보통주","1000","67236039"
"KR7014830004","014830","유니드 보통주","유니드","UNID","2004/12/03","KOSPI","주권",,"보통주","5000","6767600"
"KR7446070005","446070","유니드비티플러스보통주","유니드비티플러스","UNID btplus","2022/11/28","KOSPI","주권",,"보통주","1000","10611215"
"KR7047400007","047400","유니온머티리얼보통주","유니온머티리얼","Union Materials Corp.","2009/09/29","KOSPI","주권",,"보통주","500","42000000"
"KR7000910000","000910","유니온보통주","유니온","Union","1996/07/03","KOSPI","주권",,"보통주","500","15611619"
"KR7011330008","011330","유니켐보통주","유니켐","UNI CHEM.CO.,LTD","1989/12/14","KOSPI","주권",,"보통주","500","85726304"
"KR7077500007","077500","유니퀘스트 보통주","유니퀘스트","Uniquest Corporation","2004/08/05","KOSPI","주권",,"보통주","500","27355975"
"KR7002920007","002920","유성기업보통주","유성기업","YoosungEnterprise","1988/10/10","KOSPI","주권",,"보통주","500","25947500"
"KR7000700005","000700","유수홀딩스보통주","유수홀딩스","EUSU HOLDINGS","1956/03/03","KOSPI","주권",,"보통주","2500","26041812"
"KR7003471000","003475","유안타증권1우선주","유안타증권우","Yuanta Securities Korea(1P)","1989/03/22","KOSPI","주권",,"구형우선주","5000","12912212"
