fs_type,corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
incs,제일연마,001560,비금속광물,selling_general_administrative_expenses,판매비와관리비,10402427235.0,10314738198.0,9675825770.0,10784889183.0,12091306604.0,12.1
incs,제일파마홀딩스,002620,서비스업,selling_general_administrative_expenses,판매비와관리비,45508085313.0,172970955961.0,168758111656.0,189481681998.0,188031086870.0,-0.8
incs,제주항공,089590,운수창고업,selling_general_administrative_expenses,판매비와관리비,142616002424.0,169501544735.0,105271075893.0,90088436788.0,113611678924.0,26.1
incs,조광페인트,004910,화학,selling_general_administrative_expenses,판매비와관리비,31096923396.0,30690215693.0,34034489781.0,34787906531.0,37784437750.0,8.6
incs,조선내화,000480,비금속광물,selling_general_administrative_expenses,판매비와관리비,77327552613.0,83759434155.0,78164482350.0,82105579021.0,97059287639.0,18.2
incs,조흥,002600,음식료품,selling_general_administrative_expenses,판매비와관리비,,,13633859573.0,15976659061.0,19290652727.0,20.7
incs,종근당,185750,의약품,selling_general_administrative_expenses,판매비와관리비,227628946449.0,231079291916.0,218539962415.0,237782877579.0,256408455050.0,7.8
incs,종근당바이오,063160,의약품,selling_general_administrative_expenses,판매비와관리비,16410816214.0,20761493977.0,20257116220.0,24738200179.0,31600270060.0,27.7
incs,종근당홀딩스,001630,의약품,selling_general_administrative_expenses,판매비와관리비,149218092342.0,242509991276.0,324633358837.0,406998306186.0,432066103548.0,6.2
incs,주연테크,044380,전기전자,selling_general_administrative_expenses,판매비와관리비,4923761009.0,4997859666.0,5104194444.0,6203395614.0,6827451839.0,10.1
incs,지누스,013890,기타제조업,selling_general_administrative_expenses,판매비와관리비,123277724354.0,156326378312.0,230832090025.0,238268904202.0,270221507063.0,13.4
incs,지엠비코리아,013870,운수장비,selling_general_administrative_expenses,판매비와관리비,48212636579.0,47133921550.0,55205140277.0,55860856593.0,64762004940.0,15.9
incs,지역난방공사,071320,전기가스업,selling_general_administrative_expenses,판매비와관리비,98685701803.0,102425533839.0,110365575070.0,111624497430.0,112664056945.0,0.9
incs,지투알,035000,서비스업,selling_general_administrative_expenses,판매비와관리비,144383420871.0,144948320832.0,139423156629.0,162211065548.0,179617101922.0,10.7
incs,진도,088790,유통업,selling_general_administrative_expenses,판매비와관리비,45866424828.0,33820151034.0,25318460096.0,23017241375.0,24437842809.0,6.2
incs,진양산업,003780,화학,selling_general_administrative_expenses,판매비와관리비,5459197062.0,6044489341.0,6627447189.0,7382714717.0,8569461052.0,16.1
incs,진양폴리우레탄,010640,화학,selling_general_administrative_expenses,판매비와관리비,2796401840.0,3734926358.0,4069894565.0,4627209685.0,5162202646.0,11.6
incs,진양홀딩스,100250,화학,selling_general_administrative_expenses,판매비와관리비,23466740824.0,23027534128.0,22690632710.0,24432752581.0,27953144143.0,14.4
incs,진원생명과학,011000,의약품,selling_general_administrative_expenses,판매비와관리비,21956150224.0,21386292620.0,30045203993.0,36080317698.0,48122846053.0,33.4
incs,참엔지니어링,009310,기계,selling_general_administrative_expenses,판매비와관리비,44866385209.0,40725669432.0,40744422299.0,39195653666.0,35412272667.0,-9.7
incs,청호ICT,012600,기계,selling_general_administrative_expenses,판매비와관리비,9241977179.0,8618041563.0,8200928971.0,8666864881.0,6143435347.0,-29.1
incs,카카오,035720,서비스업,selling_general_administrative_expenses,판매비와관리비,2344043550670.0,2863325142724.0,3700960605512.0,5541752254630.0,6526520867884.0,17.8
incs,카카오페이,377300,기타금융,selling_general_administrative_expenses,판매비와관리비,,206410000.0,302280000.0,485870000.0,567190000.0,16.7
incs,컨버즈,109070,전기전자,selling_general_administrative_expenses,판매비와관리비,8457011609.0,7697093746.0,7295632134.0,8952984585.0,8056000488.0,-10.0
incs,케이비아이동국실업,001620,운수장비,selling_general_administrative_expenses,판매비와관리비,59114056026.0,58726444926.0,46901404764.0,52829380279.0,55473998660.0,5.0
incs,케이씨,029460,의료정밀,selling_general_administrative_expenses,판매비와관리비,30855156872.0,36752009755.0,43724893405.0,49263970554.0,67985696712.0,38.0
incs,케이씨씨,002380,화학,selling_general_administrative_expenses,판매비와관리비,511976840312.0,505576307536.0,907999320805.0,937794654032.0,1017247228182.0,8.5
incs,케이씨씨글라스,344820,비금속광물,selling_general_administrative_expenses,판매비와관리비,,,90207956068.0,136095432921.0,173779219532.0,27.7
incs,케이씨티시,009070,운수창고업,selling_general_administrative_expenses,판매비와관리비,40506468807.0,45587313825.0,47652904393.0,53689648654.0,62946239940.0,17.2
incs,케이탑리츠,145270,서비스업,selling_general_administrative_expenses,판매비와관리비,,38800000.0,42000000.0,139800000.0,40900000.0,-70.7
incs,케이티,030200,통신업,selling_general_administrative_expenses,판매비와관리비,22198620000.0,23182500000.0,22732560000.0,23226180000.0,23959920000.0,3.2
incs,케이티스카이라이프,053210,서비스업,selling_general_administrative_expenses,판매비와관리비,624090000.0,625280000.0,624870000.0,690200000.0,971040000.0,40.7
incs,케이티앤지,033780,기타제조업,selling_general_administrative_expenses,판매비와관리비,1382025085464.0,1466337535929.0,1455054499409.0,1539788398057.0,1692590184342.0,9.9
incs,코리아써키트,007810,전기전자,selling_general_administrative_expenses,판매비와관리비,15260033972.0,17439263984.0,28919922370.0,63920866118.0,61423625465.0,-3.9
incs,코스맥스,192820,화학,selling_general_administrative_expenses,판매비와관리비,102372971630.0,129474787651.0,144197866322.0,154911243479.0,152169095893.0,-1.8
incs,코스모화학,005420,화학,selling_general_administrative_expenses,판매비와관리비,29876586534.0,29334921895.0,29946410844.0,33784890000.0,39317093339.0,16.4
incs,코아스,071950,기타제조업,selling_general_administrative_expenses,판매비와관리비,27774104917.0,28904097622.0,27785775206.0,27904340433.0,24295880287.0,-12.9
incs,코오롱,002020,기타금융,selling_general_administrative_expenses,판매비와관리비,15733575975.0,13380884699.0,11786082739.0,12624256387.0,14023387790.0,11.1
incs,코오롱글로벌,003070,건설업,selling_general_administrative_expenses,판매비와관리비,232626704983.0,246282561880.0,248259051517.0,145973696096.0,162317613114.0,11.2
incs,코오롱인더,120110,화학,selling_general_administrative_expenses,판매비와관리비,956324149595.0,958153640471.0,872446754702.0,1049165364749.0,1238679453748.0,18.1
incs,코오롱플라스틱,138490,화학,selling_general_administrative_expenses,판매비와관리비,27300324693.0,27709172876.0,33061644021.0,47746544711.0,54755719111.0,14.7
incs,코웨이,021240,서비스업,selling_general_administrative_expenses,판매비와관리비,1309231592487.0,1550225463327.0,1587058764243.0,1748718725151.0,1809113287135.0,3.5
incs,콘텐트리중앙,036420,서비스업,selling_general_administrative_expenses,판매비와관리비,202728678254.0,199085518446.0,183798855544.0,216849977805.0,263074821163.0,21.3
incs,콤텍시스템,031820,서비스업,selling_general_administrative_expenses,판매비와관리비,14896896878.0,26992225810.0,30426364029.0,45069139732.0,86834421647.0,92.7
incs,쿠쿠홀딩스,192400,기타금융,selling_general_administrative_expenses,판매비와관리비,130781225246.0,144409061956.0,150272461501.0,167844202436.0,188786607351.0,12.5
incs,쿠쿠홈시스,284740,서비스업,selling_general_administrative_expenses,판매비와관리비,192134774153.0,296602437956.0,325895770792.0,343628744549.0,450589089549.0,31.1
incs,크라운해태홀딩스,005740,기타금융,selling_general_administrative_expenses,판매비와관리비,327540000.0,262330000.0,268290000.0,259080000.0,258510000.0,-0.2
incs,크래프톤,259960,서비스업,selling_general_administrative_expenses,판매비와관리비,,728180000.0,896560000.0,1234740000.0,1102410000.0,-10.7
incs,키다리스튜디오,020120,서비스업,selling_general_administrative_expenses,판매비와관리비,4723417950.0,7899615849.0,12687679442.0,44116392703.0,63297826564.0,43.5
incs,태경비케이,014580,비금속광물,selling_general_administrative_expenses,판매비와관리비,32646107190.0,34166641052.0,32382933710.0,36209130572.0,41347318242.0,14.2
incs,태경산업,015890,화학,selling_general_administrative_expenses,판매비와관리비,88529067142.0,88957430708.0,81065591362.0,84868511717.0,94172602555.0,11.0
incs,태경케미컬,006890,화학,selling_general_administrative_expenses,판매비와관리비,9901867753.0,10134091181.0,10190391885.0,11076333683.0,12916974393.0,16.6
incs,태광산업,003240,화학,selling_general_administrative_expenses,판매비와관리비,182574944098.0,177385346938.0,201674045158.0,208852662486.0,211046075833.0,1.1
incs,태림포장,011280,종이목재,selling_general_administrative_expenses,판매비와관리비,64979907433.0,69838854278.0,70595985486.0,76605879154.0,84479705355.0,10.3
incs,태양금속공업,004100,운수장비,selling_general_administrative_expenses,판매비와관리비,44683760702.0,53794929068.0,46567281016.0,52109223560.0,55023287749.0,5.6
incs,태영건설,009410,건설업,selling_general_administrative_expenses,판매비와관리비,139391028615.0,169141844838.0,170163248094.0,190317780065.0,166903066884.0,-12.3
incs,태평양물산,007980,섬유의복,selling_general_administrative_expenses,판매비와관리비,128462898569.0,129310774055.0,111111662666.0,117587644493.0,118239033383.0,0.6
incs,테이팩스,055490,화학,selling_general_administrative_expenses,판매비와관리비,184317249.0,120775334.0,90529121.0,104652213.0,99156486.0,-5.3
incs,텔코웨어,078000,서비스업,selling_general_administrative_expenses,판매비와관리비,11472246856.0,10660942405.0,11513598824.0,12864725350.0,14364437121.0,11.7
incs,토니모리,214420,화학,selling_general_administrative_expenses,판매비와관리비,108478343277.0,100868280595.0,81645723662.0,69008764152.0,68016176562.0,-1.4
incs,티비에이치글로벌,084870,섬유의복,selling_general_administrative_expenses,판매비와관리비,,,87831995694.0,88576476498.0,98916106388.0,11.7
incs,티에이치엔,019180,전기전자,selling_general_administrative_expenses,판매비와관리비,39755909513.0,38255183215.0,30101067392.0,34187179860.0,70193717883.0,105.3
incs,티와이홀딩스,363280,기타금융,selling_general_administrative_expenses,판매비와관리비,,,17649017468.0,48907885983.0,80723861334.0,65.1
incs,티웨이항공,091810,운수창고업,selling_general_administrative_expenses,판매비와관리비,62734177254.0,74326338146.0,37181160770.0,39208643323.0,60451166432.0,54.2
incs,팜스코,036580,음식료품,selling_general_administrative_expenses,판매비와관리비,115572732126.0,127784010498.0,136395918776.0,144930058102.0,155222713261.0,7.1
incs,팜젠사이언스,004720,의약품,selling_general_administrative_expenses,판매비와관리비,41215949914.0,49212467984.0,54268992560.0,65840919842.0,73829706188.0,12.1
incs,팬오션,028670,운수창고업,selling_general_administrative_expenses,판매비와관리비,74142000000.0,77753000000.0,78721000000.0,92785000000.0,110329000000.0,18.9
incs,퍼시스,016800,기타제조업,selling_general_administrative_expenses,판매비와관리비,,,52861224103.0,61232360787.0,70386203833.0,14.9
incs,페이퍼코리아,001020,종이목재,selling_general_administrative_expenses,판매비와관리비,34712415198.0,33047951422.0,29523189937.0,31429477954.0,33426333476.0,6.4
incs,평화산업,090080,운수장비,selling_general_administrative_expenses,판매비와관리비,20526458069.0,18598640882.0,23642907112.0,22937079974.0,22556825456.0,-1.7
incs,평화홀딩스,010770,운수장비,selling_general_administrative_expenses,판매비와관리비,52825364332.0,51628265049.0,48993770692.0,53785797217.0,59698429138.0,11.0
incs,포스코스틸리온,058430,철강금속,selling_general_administrative_expenses,판매비와관리비,37863060836.0,38626549600.0,42933277963.0,43006166933.0,39275076446.0,-8.7
incs,포스코인터내셔널,047050,유통업,selling_general_administrative_expenses,판매비와관리비,501432847000.0,519276554000.0,450586904000.0,549333423000.0,665130879000.0,21.1
incs,포스코퓨처엠,003670,전기전자,selling_general_administrative_expenses,판매비와관리비,4903375508.0,5456087379.0,7016168152.0,8000945208.0,11937327330.0,49.2
incs,풀무원,017810,음식료품,selling_general_administrative_expenses,판매비와관리비,518780000.0,559450000.0,565520000.0,617720000.0,674090000.0,9.1
incs,풍산,103140,철강금속,selling_general_administrative_expenses,판매비와관리비,159654225786.0,146472059268.0,149861918311.0,185478171982.0,230342636245.0,24.2
incs,풍산홀딩스,005810,기타금융,selling_general_administrative_expenses,판매비와관리비,24658154479.0,22776533729.0,31369131367.0,29417567627.0,28105274242.0,-4.5
incs,플레이그램,009810,유통업,selling_general_administrative_expenses,판매비와관리비,2317116325.0,1609761417.0,4874483329.0,4524122773.0,31573663661.0,597.9
incs,하나투어,039130,서비스업,selling_general_administrative_expenses,판매비와관리비,803400000.0,607140000.0,224440000.0,167550000.0,216150000.0,29.0
incs,하이브,352820,서비스업,selling_general_administrative_expenses,판매비와관리비,31462308000.0,102795121000.0,229229622000.0,432751459000.0,605731451000.0,40.0
incs,하이스틸,071090,철강금속,selling_general_administrative_expenses,판매비와관리비,9510818468.0,10932440268.0,10862600371.0,15345786703.0,11801208992.0,-23.1
incs,하이트진로,000080,음식료품,selling_general_administrative_expenses,판매비와관리비,671418319604.0,783596252697.0,776539278936.0,752323999560.0,872665743246.0,16.0
incs,하이트진로홀딩스,000140,기타금융,selling_general_administrative_expenses,판매비와관리비,663629351331.0,776702432623.0,770645687623.0,745682506851.0,866614905558.0,16.2
incs,한국가스공사,036460,전기가스업,selling_general_administrative_expenses,판매비와관리비,,74684837702.0,88631804417.0,94247544965.0,87890359787.0,-6.7
incs,한국공항,005430,운수창고업,selling_general_administrative_expenses,판매비와관리비,12922917488.0,28084668855.0,18809730631.0,16302769109.0,18056573990.0,10.8
incs,한국내화,010040,비금속광물,selling_general_administrative_expenses,판매비와관리비,21697954181.0,20115946382.0,18824539911.0,26228424051.0,27164938298.0,3.6
incs,한국단자공업,025540,전기전자,selling_general_administrative_expenses,판매비와관리비,54251072719.0,59567594063.0,58766677396.0,74002778803.0,82016039135.0,10.8
incs,한국무브넥스,010100,운수장비,selling_general_administrative_expenses,판매비와관리비,46015354936.0,52517895031.0,47795625446.0,54872403903.0,75879412167.0,38.3
incs,한국석유공업,004090,비금속광물,selling_general_administrative_expenses,판매비와관리비,39438654983.0,45489803688.0,42555897564.0,41761251512.0,43556362395.0,4.3
incs,한국수출포장공업,002200,종이목재,selling_general_administrative_expenses,판매비와관리비,26671007445.0,28153968403.0,27625414451.0,27582818241.0,29125661769.0,5.6
incs,한국앤컴퍼니,000240,기타금융,selling_general_administrative_expenses,판매비와관리비,72646920832.0,87338468118.0,83757819614.0,98880276077.0,96988663823.0,-1.9
incs,한국전력공사,015760,전기가스업,selling_general_administrative_expenses,판매비와관리비,2627890000000.0,2669576000000.0,2678443000000.0,2875796000000.0,3009422000000.0,4.6
incs,한국전자홀딩스,006200,기타금융,selling_general_administrative_expenses,판매비와관리비,40864147090.0,41552830394.0,40392027147.0,41779283572.0,41964380222.0,0.4
incs,한국카본,017960,기계,selling_general_administrative_expenses,판매비와관리비,19489783766.0,23546146162.0,28762388124.0,28117267963.0,31275246885.0,11.2
incs,한국콜마,161890,화학,selling_general_administrative_expenses,판매비와관리비,227722945093.0,295474641747.0,304594637970.0,342472066611.0,392241779624.0,14.5
incs,한국콜마홀딩스,024720,기타금융,selling_general_administrative_expenses,판매비와관리비,33157375863.0,26043889966.0,44562567218.0,61196304582.0,67902265001.0,11.0
incs,한국타이어앤테크놀로지,161390,화학,selling_general_administrative_expenses,판매비와관리비,1209646385119.0,1183210434541.0,1093998198420.0,1125821549545.0,1208466113277.0,7.3
incs,한국항공우주,047810,운수장비,selling_general_administrative_expenses,판매비와관리비,228101885058.0,204439573095.0,192361695075.0,248697130302.0,232209628801.0,-6.6
incs,한국화장품,123690,유통업,selling_general_administrative_expenses,판매비와관리비,91187489448.0,90122818509.0,55498724073.0,38777017978.0,32653612799.0,-15.8
incs,한독,002390,의약품,selling_general_administrative_expenses,판매비와관리비,135689107929.0,138530559702.0,140014948160.0,139541872869.0,145217630263.0,4.1
incs,한미글로벌,053690,서비스업,selling_general_administrative_expenses,판매비와관리비,59988433801.0,62329340844.0,64649457120.0,69813906280.0,93257791849.0,33.6
incs,한미반도체,042700,기계,selling_general_administrative_expenses,판매비와관리비,28880284718.0,23958366418.0,32191017641.0,39544571970.0,54910431420.0,38.9
incs,한미사이언스,008930,기타금융,selling_general_administrative_expenses,판매비와관리비,697000000.0,800470000.0,832230000.0,921410000.0,1017940000.0,10.5
incs,한미약품,128940,의약품,selling_general_administrative_expenses,판매비와관리비,929090403.0,1553283839.0,373776251.0,431336338.0,287960688.0,-33.2
incs,한샘,009240,유통업,selling_general_administrative_expenses,판매비와관리비,453220951729.0,417750056213.0,449202464747.0,502174982514.0,460906091122.0,-8.2
incs,한섬,020000,섬유의복,selling_general_administrative_expenses,판매비와관리비,655623267712.0,644844430366.0,603656694224.0,680983449082.0,776657927417.0,14.0
incs,한세실업,105630,섬유의복,selling_general_administrative_expenses,판매비와관리비,156176682010.0,154537262323.0,155425407603.0,145951558784.0,156723902508.0,7.4
incs,한세엠케이,069640,유통업,selling_general_administrative_expenses,판매비와관리비,189293825100.0,186195672903.0,133977316485.0,133562533078.0,173319922240.0,29.8
incs,한세예스24홀딩스,016450,섬유의복,selling_general_administrative_expenses,판매비와관리비,581512341686.0,580134617270.0,511166947876.0,512575943680.0,523587296966.0,2.1
incs,한솔로지스틱스,009180,운수창고업,selling_general_administrative_expenses,판매비와관리비,24349118601.0,28257954411.0,29274938580.0,33830075436.0,42330943816.0,25.1
incs,한솔제지,213500,종이목재,selling_general_administrative_expenses,판매비와관리비,234381793097.0,206516652263.0,206122884497.0,300451441001.0,442240524114.0,47.2
incs,한솔케미칼,014680,화학,selling_general_administrative_expenses,판매비와관리비,,1386363807.0,2289174299.0,4984994033.0,5272623353.0,5.8
incs,한솔테크닉스,004710,전기전자,selling_general_administrative_expenses,판매비와관리비,75093938866.0,91482838766.0,118526823002.0,107707352276.0,127989939636.0,18.8
incs,한솔피엔에스,010420,유통업,selling_general_administrative_expenses,판매비와관리비,,17411947859.0,16545495047.0,19487938935.0,25787288093.0,32.3
incs,한솔홀딩스,004150,기타금융,selling_general_administrative_expenses,판매비와관리비,53501081000.0,30532349000.0,29743250000.0,33425711000.0,40866013000.0,22.3
incs,한솔홈데코,025750,종이목재,selling_general_administrative_expenses,판매비와관리비,32480709570.0,32300908973.0,33037060758.0,37555572939.0,45950647235.0,22.4
incs,한신공영,004960,건설업,selling_general_administrative_expenses,판매비와관리비,61686422098.0,67763427651.0,78150899194.0,105502621927.0,86519337441.0,-18.0
incs,한신기계공업,011700,기계,selling_general_administrative_expenses,판매비와관리비,6502098073.0,6903175695.0,6332075590.0,6143924007.0,7953960479.0,29.5
incs,한온시스템,018880,기계,selling_general_administrative_expenses,판매비와관리비,478948396835.0,550481856992.0,548632180884.0,523221008907.0,590488514279.0,12.9
incs,한올바이오파마,009420,의약품,selling_general_administrative_expenses,판매비와관리비,33007065574.0,35640202088.0,35399568434.0,39771071250.0,43967031056.0,10.6
incs,한익스프레스,014130,운수창고업,selling_general_administrative_expenses,판매비와관리비,7418277461.0,9614005301.0,9442410306.0,20767510350.0,11718005105.0,-43.6
incs,한일시멘트,300720,비금속광물,selling_general_administrative_expenses,판매비와관리비,63227128998.0,112265669571.0,120744573413.0,169267698239.0,190018046878.0,12.3
incs,한일홀딩스,003300,비금속광물,selling_general_administrative_expenses,판매비와관리비,140035959715.0,189618364733.0,156543279750.0,176751673880.0,206335100932.0,16.7
incs,한전KPS,051600,건설업,selling_general_administrative_expenses,판매비와관리비,77316188992.0,81087572106.0,76051645281.0,93065758219.0,95036854987.0,2.1
incs,한전기술,052690,서비스업,selling_general_administrative_expenses,판매비와관리비,115299640965.0,80070192182.0,92438755692.0,96821949794.0,97047174954.0,0.2
incs,한전산업,130660,서비스업,selling_general_administrative_expenses,판매비와관리비,18483150606.0,17927247481.0,22970444916.0,18216069700.0,24533717959.0,34.7
incs,한진,002320,운수창고업,selling_general_administrative_expenses,판매비와관리비,75822266554.0,78524250496.0,82870136776.0,93740645780.0,101348218529.0,8.1
incs,한진중공업홀딩스,003480,전기가스업,selling_general_administrative_expenses,판매비와관리비,833099000000.0,760933000000.0,665936000000.0,761516000000.0,1313569000000.0,72.5
incs,한진칼,180640,운수창고업,selling_general_administrative_expenses,판매비와관리비,149832414133.0,138483835392.0,52390636064.0,54053515780.0,62600961844.0,15.8
incs,한창,005110,유통업,selling_general_administrative_expenses,판매비와관리비,107921148.0,1032251956.0,107872320.0,331241987.0,353741547.0,6.8
incs,한컴라이프케어,372910,의료정밀,selling_general_administrative_expenses,판매비와관리비,,14275433409.0,19260958341.0,23161639920.0,21217393832.0,-8.4
incs,한화,000880,화학,selling_general_administrative_expenses,판매비와관리비,2454774000000.0,2627329000000.0,2552485000000.0,2776610000000.0,3397376000000.0,22.4
incs,한화시스템,272210,전기전자,selling_general_administrative_expenses,판매비와관리비,98986640161.0,149711295969.0,154666488461.0,171571794716.0,229291238190.0,33.6
incs,한화에어로스페이스,012450,운수장비,selling_general_administrative_expenses,판매비와관리비,592366403498.0,683094152644.0,666812996876.0,620326966768.0,818504939656.0,31.9
incs,한화오션,042660,운수장비,selling_general_administrative_expenses,판매비와관리비,-273166247838.0,176193737947.0,242488980001.0,207544728888.0,266682254646.0,28.5
incs,해성디에스,195870,전기전자,selling_general_administrative_expenses,판매비와관리비,29590714235.0,30028471504.0,32239915980.0,49325009199.0,60815851962.0,23.3
incs,해태제과식품,101530,음식료품,selling_general_administrative_expenses,판매비와관리비,223935400245.0,164363044104.0,176236281591.0,167668166225.0,166737857268.0,-0.6
incs,핸즈코퍼레이션,143210,운수장비,selling_general_administrative_expenses,판매비와관리비,49506437805.0,62994473608.0,55730317286.0,67763392440.0,105328168512.0,55.4
incs,현대건설,000720,건설업,selling_general_administrative_expenses,판매비와관리비,821158000000.0,866238000000.0,847891000000.0,1043732000000.0,937846000000.0,-10.1
incs,현대글로비스,086280,운수창고업,selling_general_administrative_expenses,판매비와관리비,440700221020.0,489938894051.0,628305470946.0,365477824755.0,502866716408.0,37.6
incs,현대로템,064350,운수장비,selling_general_administrative_expenses,판매비와관리비,180505816000.0,186109782000.0,162440583000.0,172567201000.0,217944984000.0,26.3
incs,현대리바트,079430,기타제조업,selling_general_administrative_expenses,판매비와관리비,182378800455.0,189751869136.0,212854542323.0,239534000207.0,241473199967.0,0.8
incs,현대모비스,012330,운수장비,selling_general_administrative_expenses,판매비와관리비,2542047000000.0,2869912000000.0,2873946000000.0,3224426000000.0,3960623000000.0,22.8
incs,현대미포조선,010620,운수장비,selling_general_administrative_expenses,판매비와관리비,100619243000.0,98343287000.0,94741300000.0,96299817000.0,121920787000.0,26.6
incs,현대백화점,069960,유통업,selling_general_administrative_expenses,판매비와관리비,1155080675000.0,1334573495000.0,1292332806000.0,2075913754000.0,3016519919000.0,45.3
incs,현대비앤지스틸,004560,철강금속,selling_general_administrative_expenses,판매비와관리비,27447364208.0,30274058267.0,27576482502.0,34123315553.0,34713830383.0,1.7
incs,현대엘리베이터,017800,기계,selling_general_administrative_expenses,판매비와관리비,230150939888.0,240991039702.0,249666940413.0,241992098372.0,272410243488.0,12.6
incs,현대오토에버,307950,서비스업,selling_general_administrative_expenses,판매비와관리비,75357005128.0,83443143580.0,83556213874.0,133131641851.0,157428355426.0,18.3
incs,현대위아,011210,운수장비,selling_general_administrative_expenses,판매비와관리비,186926000000.0,180067000000.0,174218000000.0,251452000000.0,217484000000.0,-13.5
incs,현대자동차,005380,운수장비,selling_general_administrative_expenses,판매비와관리비,12719965000000.0,14049508000000.0,16086999000000.0,15251546000000.0,18498283000000.0,21.3
incs,현대제철,004020,철강금속,selling_general_administrative_expenses,판매비와관리비,1046009792959.0,1066135029070.0,1020158954760.0,1076066042876.0,1217267500929.0,13.1
incs,현대지에프홀딩스,005440,기타금융,selling_general_administrative_expenses,판매비와관리비,432765512000.0,446206959000.0,468820420000.0,523725256000.0,580586820000.0,10.9
incs,현대코퍼레이션,011760,유통업,selling_general_administrative_expenses,판매비와관리비,76146759054.0,77281224172.0,69417008503.0,76045278170.0,91891540331.0,20.8
incs,현대코퍼레이션홀딩스,227840,유통업,selling_general_administrative_expenses,판매비와관리비,15758242086.0,18065055930.0,15793549034.0,18043996529.0,22145294801.0,22.7
incs,현대퓨처넷,126560,통신업,selling_general_administrative_expenses,판매비와관리비,65121507981.0,4301906452.0,13053110580.0,35831925400.0,37992081933.0,6.0
incs,현대홈쇼핑,057050,유통업,selling_general_administrative_expenses,판매비와관리비,629291620205.0,814296333377.0,753812657762.0,783900855835.0,809355571175.0,3.2
incs,호전실업,111110,섬유의복,selling_general_administrative_expenses,판매비와관리비,,44173194545.0,42117844485.0,45498170937.0,54929398534.0,20.7
incs,호텔신라,008770,유통업,selling_general_administrative_expenses,판매비와관리비,2042420000.0,2120770000.0,1280660000.0,1603900000.0,2682580000.0,67.3
incs,화성산업,002460,건설업,selling_general_administrative_expenses,판매비와관리비,,28770952899.0,28313936143.0,25792428235.0,33268618840.0,29.0
incs,화승알앤에이,378850,운수장비,selling_general_administrative_expenses,판매비와관리비,,,,66916089799.0,81781075791.0,22.2
incs,화승엔터프라이즈,241590,기타제조업,selling_general_administrative_expenses,판매비와관리비,82706358102.0,98732546675.0,97412347981.0,109396796384.0,146441216455.0,33.9
incs,화승인더스트리,006060,화학,selling_general_administrative_expenses,판매비와관리비,112045918897.0,133208101357.0,137983335946.0,159186695952.0,204365149311.0,28.4
incs,화승코퍼레이션,013520,운수장비,selling_general_administrative_expenses,판매비와관리비,211378751671.0,217036919190.0,201862149940.0,200444378285.0,206190432761.0,2.9
incs,화신,010690,운수장비,selling_general_administrative_expenses,판매비와관리비,66962611862.0,71887955267.0,68298731846.0,77389615933.0,86648955370.0,12.0
incs,화천기공,000850,기계,selling_general_administrative_expenses,판매비와관리비,26999887684.0,28975952794.0,22667198452.0,26781933397.0,31985429964.0,19.4
incs,환인제약,016580,의약품,selling_general_administrative_expenses,판매비와관리비,51958312199.0,53016005053.0,58183800744.0,62216549917.0,68982575066.0,10.9
incs,황금에스티,032560,철강금속,selling_general_administrative_expenses,판매비와관리비,21686833118.0,23690816532.0,22743337274.0,25970928226.0,25955840351.0,-0.1
incs,효성,004800,기타금융,selling_general_administrative_expenses,판매비와관리비,242300833130.0,238170622663.0,239903772785.0,277361770340.0,289443126802.0,4.4
incs,효성 ITX,094280,서비스업,selling_general_administrative_expenses,판매비와관리비,23262196919.0,24633416852.0,26681330053.0,29416249970.0,31748567005.0,7.9
incs,효성중공업,298040,전기전자,selling_general_administrative_expenses,판매비와관리비,160101973527.0,227407317091.0,317807821236.0,250724353539.0,253025718274.0,0.9
incs,효성첨단소재,298050,화학,selling_general_administrative_expenses,판매비와관리비,101362750282.0,169628178702.0,146523529833.0,167707473983.0,173010597914.0,3.2
incs,효성티앤씨,298020,화학,selling_general_administrative_expenses,판매비와관리비,123367986614.0,227191847171.0,217078220698.0,257368914479.0,287364145142.0,11.7
incs,효성화학,298000,화학,selling_general_administrative_expenses,판매비와관리비,36041843460.0,68705193390.0,71922307554.0,78919257707.0,85688260701.0,8.6
incs,후성,093370,화학,selling_general_administrative_expenses,판매비와관리비,29242303799.0,38165335554.0,40535220691.0,47499281958.0,60618294033.0,27.6
incs,휠라홀딩스,081660,유통업,selling_general_administrative_expenses,판매비와관리비,1110434382244.0,1259030549610.0,1203563514116.0,1387398857082.0,1594233038559.0,14.9
incs,휴비스,079980,화학,selling_general_administrative_expenses,판매비와관리비,97604659414.0,96254341288.0,83427437439.0,80913381202.0,85054416608.0,5.1
incs,휴스틸,005010,철강금속,selling_general_administrative_expenses,판매비와관리비,27795822946.0,29058798472.0,26055214191.0,29360256250.0,34605867178.0,17.9
incs,흥아해운,003280,운수창고업,selling_general_administrative_expenses,판매비와관리비,16607821698.0,18026764163.0,13143525531.0,7547899224.0,15280780421.0,102.5
incs,AJ네트웍스,095570,서비스업,operating_income,영업이익,1045526121935.0,1000259401598.0,871956093147.0,981947656833.0,1208367577386.0,23.1
incs,AK홀딩스,006840,기타금융,operating_income,영업이익,269717896055.0,131336891859.0,-221554817267.0,-165714944091.0,-21822473627.0,-86.8
incs,BGF,027410,기타금융,operating_income,영업이익,29473341965.0,26355506906.0,14640997513.0,37907480279.0,61203792653.0,61.5
